Chr	Peak_pos	-log10(FDR-adjusted-pvalue)_Coverage_Genotype	-log10(FDR-adjusted-pvalue)_Coverage_Tissue	-log10(FDR-adjusted-pvalue)_Coverage_Interaction	Feature_type	Gene
chr3R	6410686	1.08623	9.66432	2.08797	intron	lncRNA:CR44017
chr3R	6410923	0.546955	10.6744	2.70034	intron	lncRNA:CR44017
chr3R	6411435	0.514866	10.2627	0.983371	intron	lncRNA:CR44017
chr3R	6411853	0.296154	7.507	4.18809	intron	lncRNA:CR44017
chr3R	6414230	0.214534	17.2019	1.2885	intron	lncRNA:CR44017
chr3R	6414541	0.617406	17.6595	0.655188	intron	lncRNA:CR44017
chr3R	6416521	1.38204	8.90999	7.13395	intron	lncRNA:CR44017
chr3R	6419761	2.5331	18.411	0.571817	intron	lncRNA:CR44017
chr3R	6420003	3.02144	16.7754	0.35011	intron	lncRNA:CR44017
chr3R	6421795	1.00349	8.42992	1.05633	intron	lncRNA:CR44017
chr3R	6424128	0.538572	14.0197	1.37322	intron	lncRNA:CR44017
chr3R	6425542	0.167621	8.30746	1.50277	intron	lncRNA:CR44017
chr3R	6425756	0.438453	8.22012	1.65516	intron	lncRNA:CR44017
chr3R	6426189	0.977394	16.3257	1.69464	intron	lncRNA:CR44017
chr3R	6430322	0.490076	17.5062	0.583565	intron	lncRNA:CR44017
chr3R	6432719	0.199894	18.1039	0.654042	intron	mir-9375
chr3R	6434248	0.695807	13.2102	0.423089	intron	mir-9375
chr3R	6435587	0.77906	17.0986	0.242264	intron	mir-9375
chr3R	6437989	0.350849	1.5456	1.12677	intron	mir-9375
chr3R	6438475	0.687946	2.10298	1.91973	exon	mir-9375
chr3R	6447023	0.512002	5.85144	0.147113	exon	mir-9375
chr3R	6448904	0.755846	8.61895	1.12962	TTS	mir-9375
chr3R	6451596	0.119613	6.57703	0.575315	promoter-TSS	mir-9375
chr3R	6456873	0.140147	2.48741	1.43811	promoter-TSS	CG9727
chr3R	6458974	0.802966	11.7591	0.42872	TTS	Zif
chr3R	6460770	0.442026	10.4178	0.395791	Intergenic	Zif
chr3R	6462840	4.31475	11.9552	1.41966	Intergenic	Neurochondrin
chr3R	6471234	0.260274	14.3615	0.794195	TTS	Neurochondrin
chr3R	6474643	1.44612	14.9991	0.283183	Intergenic	CG15186
chr3R	6482331	0.252468	12.9819	0.327264	promoter-TSS	CG15186
chr3R	6482779	0.0692653	11.3619	0.928327	promoter-TSS	CG15186
chr3R	6501622	0.512723	15.617	0.523423	Intergenic	CG15186
chr3R	6505656	0.252963	9.28751	0.577392	Intergenic	CG15186
chr3R	6505893	0.351139	9.09882	0.864012	Intergenic	CG15186
chr3R	6510430	2.33389	5.6928	1.84002	Intergenic	CG15185
chr3R	6510775	2.46308	5.3339	1.68437	Intergenic	CG15185
chr3R	6512046	2.60726	3.27856	2.18632	Intergenic	CG15185
chr3R	6512916	1.98859	7.49466	1.24819	Intergenic	CG15185
chr3R	6513200	1.67307	8.35602	1.62779	Intergenic	CG15185
chr3R	6513752	2.76007	1.20845	0.843833	Intergenic	CG15185
chr3R	6521499	0.485474	13.0255	2.17765	Intergenic	CG15185
chr3R	6522311	0.177816	12.6817	0.882599	Intergenic	CG15185
chr3R	6529717	0.261358	9.98692	0.939412	TTS	CG15185
chr3R	6533342	0.376774	14.421	0.487438	intron	CG15185
chr3R	6538019	0.0542987	10.7994	0.526337	intron	CG15185
chr3R	6539228	0.0893464	10.8066	0.915425	intron	Pif2
chr3R	6549425	0.512203	12.881	0.0984473	exon	Pif2
chr3R	6553040	0.254776	12.0047	0.912953	intron	lncRNA:CR46132
chr3R	6554716	0.381881	11.8256	0.346911	non-coding	lncRNA:CR46132
chr3R	6556377	0.2818	13.7415	0.25547	intron	lncRNA:CR46132
chr3R	6558038	0.412372	15.1307	0.563458	TTS	CG1137
chr3R	6564208	0.0123265	13.4676	0.719645	intron	CG1137
chr3R	6565852	0.256985	16.4211	0.12268	intron	CG1137
chr3R	6567902	0.0410248	14.771	0.794781	intron	CG1137
chr3R	6569127	0.232293	15.7807	0.139044	intron	CG1137
chr3R	6572271	0.150069	14.6865	0.676992	intron	CG2336
chr3R	6572504	0.0322748	12.5628	1.01843	intron	CG2336
chr3R	6572750	0.119143	14.8693	0.279417	intron	CG2336
chr3R	6574416	0.358494	13.1746	0.377779	intron	CG2336
chr3R	6576766	0.0344987	12.3611	1.18621	intron	CG2336
chr3R	6584806	0.179837	14.6208	0.302721	promoter-TSS	lncRNA:CR46131
chr3R	6585822	0.227045	15.1056	0.24483	non-coding	lncRNA:CR46131
chr3R	6586751	0.0953618	11.6555	0.815784	TTS	lncRNA:CR46131
chr3R	6593410	0.0647078	15.3587	1.09822	promoter-TSS	dpr11
chr3R	6595350	0.249135	12.7307	0.886546	Intergenic	dpr11
chr3R	6599099	0.111015	6.71481	1.08601	Intergenic	CG1138
chr3R	6617426	0.503009	5.84999	0.884345	Intergenic	glob2
chr3R	6618443	0.412835	5.834	1.70545	Intergenic	sowi
chr3R	6622610	0.0520732	4.95929	2.11937	Intergenic	sowi
chr3R	6636547	0.0900478	10.1202	0.534774	Intergenic	CG31286
chr3R	6645252	0.150865	3.34929	2.04663	promoter-TSS	Ass
chr3R	6645569	0.67242	3.67895	4.27342	Intergenic	Ass
chr3R	6646944	0.138183	9.21813	1.92228	promoter-TSS	Taf1
chr3R	6657629	0.268516	7.291	0.774417	promoter-TSS	CG1307
chr3R	6660015	0.0728459	3.57732	0.891875	promoter-TSS	agt
chr3R	6663163	1.16949	12.9978	0.435718	intron	lab
chr3R	6664724	0.450566	12.9871	0.590438	intron	lab
chr3R	6671261	0.0534381	16.2095	0.100285	intron	lab
chr3R	6672431	1.01513	13.46	0.933469	intron	lab
chr3R	6674758	0.0493106	17.2323	0.35069	intron	lab
chr3R	6678662	0.0310016	9.88447	1.74331	promoter-TSS	lab
chr3R	6683541	0.585569	14.9305	1.39127	promoter-TSS	Edg84A
chr3R	6688791	0.400331	16.3017	1.20526	TTS	Ccp84Af
chr3R	6694532	0.105328	12.0911	3.57342	TTS	Ccp84Ac
chr3R	6699020	0.197411	12.2564	1.26443	TTS	lncRNA:CR33938
chr3R	6700276	0.783677	16.182	0.496547	promoter-TSS	lncRNA:CR33938
chr3R	6704219	0.986816	10.4875	1.03214	exon	Ccp84Aa
chr3R	6706557	1.3659	0.104975	2.2786	Intergenic	Ccp84Aa
chr3R	6709144	0.449449	5.92552	2.86139	intron	Ccp84Aa
chr3R	6726334	0.155776	14.2667	1.47322	intron	pb
chr3R	6741947	0.0519964	7.19324	1.30894	5'UTR	pb
chr3R	6749429	0.658629	15.7941	0.595346	Intergenic	CG34297
chr3R	6759702	0.244204	9.5814	0.251476	promoter-TSS	bcd
chr3R	6760970	0.0883991	15.2632	1.6481	TTS	bcd
chr3R	6761215	0.258985	17.3835	0.36042	TTS	Ama
chr3R	6763086	0.213035	15.1234	1.6939	promoter-TSS	Ama
chr3R	6766449	0.109698	9.94657	1.82841	promoter-TSS	lncRNA:CR42721
chr3R	6768466	0.517132	14.2651	0.38115	intron	lncRNA:CR42721
chr3R	6780290	1.56801	7.75119	0.416505	TTS	lncRNA:CR43435
chr3R	6785216	0.323372	13.7534	0.538708	Intergenic	lncRNA:CR43435
chr3R	6785824	0.0194474	10.9465	1.94947	Intergenic	Dfd
chr3R	6791669	0.464122	7.46026	1.79792	promoter-TSS	Dfd
chr3R	6801266	0.352733	15.2583	0.11171	exon	mir-10
chr3R	6806778	0.0302066	1.80506	1.67001	Intergenic	mir-10
chr3R	6810821	0.0522302	10.6846	2.08451	promoter-TSS	lncRNA:CR45915
chr3R	6812735	2.59976	17.0865	1.32857	intron	lncRNA:CR45915
chr3R	6820165	0.0496078	10.0308	0.855118	TTS	7SLRNA:CR42652
chr3R	6822708	0.0480691	8.91672	1.1522	TTS	7SLRNA:CR42652
chr3R	6832565	0.10004	15.7255	0.390678	promoter-TSS	lncRNA:CR45901
chr3R	6833873	0.0945947	17.9545	0.418121	TTS	lncRNA:CR45901
chr3R	6848796	0.224867	10.2087	3.89646	promoter-TSS	Scr
chr3R	6850068	0.261458	3.09297	1.37319	promoter-TSS	Scr
chr3R	6853208	0.195303	15.5199	0.248893	Intergenic	Scr
chr3R	6854509	0.246085	13.8654	1.58661	Intergenic	Scr
chr3R	6871097	0.499491	8.31451	0.980404	Intergenic	ftz
chr3R	6893402	0.296054	11.7275	1.74113	promoter-TSS	lncRNA:CR45559
chr3R	6903672	0.28265	17.885	0.249688	non-coding	lncRNA:CR43252
chr3R	6908414	3.0315	16.7641	0.160473	3'UTR	lncRNA:CR43252
chr3R	6912701	0.102998	3.61733	2.68261	intron	lncRNA:CR43252
chr3R	6914580	0.259983	14.6099	0.376303	intron	lncRNA:CR43252
chr3R	6916051	0.135377	13.4736	0.874345	intron	lncRNA:CR43252
chr3R	6923412	0.754354	20.1185	0.176846	intron	Antp
chr3R	6930603	0.118438	3.4509	1.07907	intron	Antp
chr3R	6933029	0.300433	11.5188	0.804593	promoter-TSS	Antp
chr3R	6935878	0.17473	15.2623	0.391826	intron	Antp
chr3R	6936310	0.169968	14.8131	0.738164	intron	Antp
chr3R	6940202	1.03324	16.6656	0.313485	intron	Antp
chr3R	6941396	0.409276	13.3969	0.3363	intron	Antp
chr3R	6945489	1.942	11.1186	1.36139	intron	Antp
chr3R	6950141	0.83853	11.614	3.41021	intron	Antp
chr3R	6950753	0.550543	11.1738	4.11226	intron	Antp
chr3R	6951266	0.290153	13.1923	2.0862	intron	Antp
chr3R	6951806	0.152763	14.6477	0.505339	intron	Antp
chr3R	6955001	0.281234	13.051	0.324561	intron	Antp
chr3R	6958750	0.152443	14.5013	0.591188	intron	Antp
chr3R	6961778	0.137874	14.5739	0.248357	intron	Antp
chr3R	6962312	0.68152	13.4997	0.649921	intron	Antp
chr3R	6963894	0.416751	14.9632	0.953408	intron	Antp
chr3R	6966829	0.20799	17.2166	0.922937	intron	Antp
chr3R	6969518	0.346766	16.8292	0.31006	intron	Antp
chr3R	6970231	0.136929	16.6325	0.43194	intron	Antp
chr3R	6970658	0.11005	15.4167	0.313238	5'UTR	Antp
chr3R	6970965	0.44282	16.0119	0.604651	intron	Antp
chr3R	6971346	0.463218	16.8309	0.573505	intron	Antp
chr3R	6973479	1.55244	14.1867	1.52741	intron	Antp
chr3R	6979401	0.430732	12.3319	1.18519	intron	Antp
chr3R	6979968	0.117858	15.588	0.525855	intron	Antp
chr3R	6988182	0.429784	15.5178	0.617819	intron	Antp
chr3R	6991958	0.699454	18.3099	0.0222581	intron	Antp
chr3R	6994699	0.541509	16.2608	0.0910958	intron	Antp
chr3R	6999412	0.236505	12.928	0.715136	promoter-TSS	Antp
chr3R	7000932	0.0450069	1.31857	1.39465	non-coding	lncRNA:CR45899
chr3R	7002648	0.448238	15.0542	0.269589	Intergenic	lncRNA:CR45899
chr3R	7024770	0.385087	12.9229	1.17288	Intergenic	lncRNA:CR44933
chr3R	7037518	0.13784	9.23931	2.45707	promoter-TSS	lncRNA:CR44933
chr3R	7042575	0.154354	14.9301	0.560293	Intergenic	lncRNA:CR44933
chr3R	7043700	0.380214	15.1321	0.0852329	Intergenic	lncRNA:CR44933
chr3R	7063328	3.96741	13.9965	0.363676	TTS	CG1988
chr3R	7067251	0.011294	3.84036	1.27524	promoter-TSS	CG1105
chr3R	7074660	0.321806	5.16114	2.38095	promoter-TSS	CG1943
chr3R	7074985	0.496875	4.14241	1.35956	promoter-TSS	CG1943
chr3R	7076681	1.44079	14.9518	0.331498	promoter-TSS	CG1943
chr3R	7080121	0.339462	1.10368	0.631215	exon	Ref1
chr3R	7080418	0.0358459	0.263377	1.47258	promoter-TSS	Ref1
chr3R	7082250	0.561977	1.38856	0.747185	promoter-TSS	Dpck
chr3R	7086462	0.530288	4.78487	2.5178	promoter-TSS	alphaTub84B
chr3R	7089524	0.538985	2.11453	1.49345	TTS	alphaTub84B
chr3R	7090281	5.17291	2.16255	3.39084	Intergenic	lncRNA:CR43685
chr3R	7093675	0.192348	7.54341	1.60648	promoter-TSS	lncRNA:CR43685
chr3R	7094626	0.902084	10.4131	0.202429	promoter-TSS	e(y)2b
chr3R	7096458	0.680495	3.71456	1.10468	exon	e(y)2b
chr3R	7103230	0.135711	10.3571	1.40276	intron	Alh
chr3R	7108274	0.415296	5.25335	0.89209	5'UTR	Alh
chr3R	7108920	0.450628	8.94949	2.22558	promoter-TSS	Alh
chr3R	7109538	0.194368	9.19599	3.08494	promoter-TSS	lncRNA:CR45906
chr3R	7109751	0.402717	9.73204	2.14379	promoter-TSS	lncRNA:CR45906
chr3R	7122984	0.888315	5.03372	0.268533	intron	Alh
chr3R	7123691	0.461203	2.25573	0.626062	promoter-TSS	Alh
chr3R	7124111	0.338016	5.15814	1.08591	promoter-TSS	Alh
chr3R	7128089	0.0390735	2.79303	1.83141	promoter-TSS	lncRNA:CR42875
chr3R	7129932	0.875648	15.2155	0.481151	TTS	CG31248
chr3R	7130894	0.680711	13.7811	0.488196	promoter-TSS	CG31493
chr3R	7136057	0.509271	15.594	0.259324	promoter-TSS	Fer1
chr3R	7139406	0.721812	13.6551	0.0305613	intron	Fer1
chr3R	7144816	0.536332	6.73226	0.79001	promoter-TSS	CG2656
chr3R	7151113	0.00430729	2.82417	0.708209	promoter-TSS	gfzf
chr3R	7155212	0.619797	8.69474	2.04964	promoter-TSS	MAGE
chr3R	7159686	0.190602	12.4754	8.25133	non-coding	sas
chr3R	7162895	0.421541	13.2825	5.43476	promoter-TSS	sas
chr3R	7164725	0.568305	16.4389	0.307521	exon	asRNA:CR45909
chr3R	7171676	0.0605707	13.4189	4.58408	intron	asRNA:CR45909
chr3R	7173119	0.377914	19.391	0.0589407	intron	asRNA:CR45909
chr3R	7174867	0.912317	16.9845	2.52538	exon	CG10055
chr3R	7175707	0.358373	17.039	0.381481	intron	CG10055
chr3R	7187101	0.0565061	2.02382	2.45969	promoter-TSS	lap
chr3R	7197525	0.190948	8.55892	1.41792	intron	CG14609
chr3R	7198373	0.138677	8.62965	0.559147	exon	CG14609
chr3R	7200026	0.568696	15.4931	0.0977896	promoter-TSS	CG14609
chr3R	7201181	0.566863	7.60235	1.86658	TTS	CG14609
chr3R	7203921	0.198957	3.29246	1.08259	TTS	CG14609
chr3R	7204381	0.341651	7.90617	0.243696	TTS	CG14609
chr3R	7204626	0.138183	8.03003	0.869341	Intergenic	CG14609
chr3R	7206212	0.509473	11.2747	2.03055	TTS	CG1288
chr3R	7224166	0.566863	17.1814	2.16393	promoter-TSS	thw
chr3R	7228606	0.0116348	14.0876	0.764381	intron	thw
chr3R	7229610	0.743265	10.2135	2.15063	intron	thw
chr3R	7242185	0.213663	7.64995	0.51662	intron	CG14607
chr3R	7247103	2.78828	7.8752	0.35314	promoter-TSS	CG10053
chr3R	7249666	0.518223	8.75329	0.841795	promoter-TSS	CG1227
chr3R	7256950	0.434425	13.5723	0.0672587	intron	Obp84a
chr3R	7258657	0.854918	13.238	0.875055	intron	lncRNA:CR44338
chr3R	7260914	0.0662322	12.2326	1.4012	intron	lncRNA:CR44338
chr3R	7262808	0.113887	16.19	0.0943585	promoter-TSS	lncRNA:CR44338
chr3R	7263730	0.133987	13.8234	2.72944	non-coding	lncRNA:CR44338
chr3R	7265782	0.386789	9.68244	3.06626	promoter-TSS	Gld
chr3R	7266376	0.826169	13.5075	4.45416	promoter-TSS	Syt4
chr3R	7271859	0.296392	10.4807	0.65215	TTS	rn
chr3R	7275842	0.575886	9.69911	1.28751	exon	rn
chr3R	7280209	0.236834	14.8266	1.0674	intron	rn
chr3R	7282246	1.09492	12.4274	1.44159	intron	lncRNA:CR44333
chr3R	7282792	0.195807	9.34021	6.33419	intron	lncRNA:CR44333
chr3R	7283139	6.72257	14.7791	2.49088	intron	lncRNA:CR44333
chr3R	7283432	1.11283	14.7051	1.63078	intron	lncRNA:CR44333
chr3R	7288708	0.777368	12.226	0.148767	intron	RacGAP84C
chr3R	7290514	0.266345	11.1936	1.18072	intron	RacGAP84C
chr3R	7291388	0.276049	13.9084	1.62129	intron	RacGAP84C
chr3R	7293438	0.0828958	12.225	0.824736	intron	RacGAP84C
chr3R	7295525	0.330987	10.2476	0.884322	intron	rn
chr3R	7296854	1.06121	8.45694	0.438475	intron	rn
chr3R	7297399	0.184473	12.2589	0.780218	intron	rn
chr3R	7298283	0.631229	13.5819	0.434937	intron	rn
chr3R	7299421	0.89971	14.532	0.383858	intron	rn
chr3R	7303669	0.816255	14.7328	0.149937	promoter-TSS	CG42544
chr3R	7305282	0.53108	13.0199	0.232293	TTS	CG42544
chr3R	7306917	0.0812243	11.8724	5.58384	intron	CG42544
chr3R	7309849	0.0529296	11.2301	2.70161	promoter-TSS	rn
chr3R	7310598	0.11742	11.3286	1.96554	promoter-TSS	rn
chr3R	7313186	0.0728517	4.42936	2.46315	promoter-TSS	lncRNA:CR44334
chr3R	7319715	0.364853	13.8678	1.01407	TTS	lncRNA:CR46224
chr3R	7322760	2.76055	16.4081	1.13279	Intergenic	CG44335
chr3R	7323141	0.208246	16.6006	2.20009	Intergenic	CG44335
chr3R	7324721	0.329891	15.4565	0.635394	promoter-TSS	CG44335
chr3R	7326390	0.0943205	17.6939	0.498502	TTS	lncRNA:TS14
chr3R	7326802	0.20543	15.9746	0.313592	TTS	lncRNA:TS14
chr3R	7330502	0.992325	17.2458	0.0136435	promoter-TSS	lncRNA:CR44337
chr3R	7331981	0.350854	16.4278	1.35903	TTS	lncRNA:CR44337
chr3R	7333314	0.67189	17.0918	0.203316	Intergenic	lncRNA:CR44337
chr3R	7334950	0.698408	17.0421	0.0745875	Intergenic	lncRNA:CR44337
chr3R	7336621	1.09492	16.251	1.59461	Intergenic	lncRNA:CR44337
chr3R	7337588	0.180613	11.6412	0.383297	Intergenic	lncRNA:CR44337
chr3R	7344548	0.0011021	12.0124	0.64462	promoter-TSS	CG31496
chr3R	7346676	0.365498	9.98851	0.222105	promoter-TSS	nxf4
chr3R	7355874	0.880303	12.6208	1.50061	Intergenic	CG17944
chr3R	7358492	0.797346	7.55036	4.15469	Intergenic	CG17944
chr3R	7363694	0.318772	8.10182	4.77927	promoter-TSS	Mst84Dd
chr3R	7364312	0.244204	9.80305	4.64884	promoter-TSS	Mst84Dc
chr3R	7373280	0.620871	11.5987	1.19849	Intergenic	MstProx
chr3R	7374339	0.400738	10.1973	0.353225	Intergenic	MstProx
chr3R	7384975	1.35044	3.61278	1.99846	Intergenic	lncRNA:CR45560
chr3R	7394515	0.299155	18.3728	0.488393	Intergenic	CG42650
chr3R	7424920	0.0764674	14.5526	0.325995	Intergenic	wa-cup
chr3R	7429300	0.473333	7.89944	1.32933	Intergenic	wa-cup
chr3R	7430180	0.501723	10.3294	1.12065	Intergenic	wa-cup
chr3R	7435106	0.163879	2.88128	2.09795	Intergenic	CG14598
chr3R	7436384	1.80601	5.84378	14.6019	Intergenic	CG14598
chr3R	7437094	0.554519	15.3302	1.7722	Intergenic	CG14598
chr3R	7439431	0.404806	14.1637	1.79551	promoter-TSS	CG14598
chr3R	7442454	0.0768777	5.59671	1.96882	TTS	CG14598
chr3R	7444176	0.114785	11.3196	1.89627	Intergenic	CG14598
chr3R	7447539	0.69351	5.84895	3.14748	Intergenic	mir-4950
chr3R	7449073	0.332881	3.88647	3.33892	Intergenic	mir-4950
chr3R	7450206	0.228604	12.5639	1.41792	Intergenic	mir-4950
chr3R	7450643	0.955287	16.1854	0.21959	promoter-TSS	mir-4950
chr3R	7451331	0.255645	8.30997	9.4622	promoter-TSS	mir-4950
chr3R	7451776	0.529665	8.58561	9.34809	TTS	mir-4950
chr3R	7452620	0.13673	12.8249	1.80507	Intergenic	mir-4950
chr3R	7456687	2.012	2.11061	12.7672	Intergenic	mir-4950
chr3R	7458621	0.210972	13.8777	2.20415	Intergenic	mir-4950
chr3R	7472018	0.104758	17.1942	1.36131	TTS	scaRNA:MeU5-C46
chr3R	7473994	1.05105	5.87758	7.40605	promoter-TSS	CG1142
chr3R	7474844	0.194527	8.02093	1.82355	non-coding	snRNA:7SK
chr3R	7485122	0.0786826	2.07228	2.65315	Intergenic	alpha-Est10
chr3R	7485800	0.958416	9.72509	0.400538	TTS	alpha-Est10
chr3R	7490212	1.47136	5.69294	8.64723	intron	alpha-Est10
chr3R	7491553	1.0279	10.2793	8.87183	promoter-TSS	alpha-Est10
chr3R	7493472	1.11665	9.72221	1.11896	promoter-TSS	CG42656
chr3R	7497676	0.0716954	14.9833	1.45256	intron	alpha-Est10
chr3R	7499995	0.344362	17.3659	0.208996	TTS	Mics1
chr3R	7503373	0.0771752	14.1285	2.18705	promoter-TSS	Mics1
chr3R	7504049	0.418938	16.0899	1.42803	intron	alpha-Est9
chr3R	7505052	0.163521	19.3757	0.450013	promoter-TSS	alpha-Est9
chr3R	7506465	0.693531	14.9991	0.598038	Intergenic	alpha-Est9
chr3R	7506739	1.32817	14.943	1.45038	Intergenic	alpha-Est9
chr3R	7508752	0.333863	10.5598	0.27554	TTS	alpha-Est9
chr3R	7515785	0.0845115	16.5283	0.234716	promoter-TSS	alpha-Est8
chr3R	7522146	0.214727	9.92104	1.19748	intron	alpha-Est7
chr3R	7523758	0.222181	13.4226	1.47141	promoter-TSS	alpha-Est7
chr3R	7530568	0.113847	6.7551	1.3961	promoter-TSS	alphaTub84D
chr3R	7536297	0.57742	16.2961	0.534277	promoter-TSS	alpha-Est5
chr3R	7541304	0.502949	13.8474	2.17589	promoter-TSS	alpha-Est3
chr3R	7549330	0.157192	14.9071	0.528616	promoter-TSS	alpha-Est1
chr3R	7559070	7.2671	9.14446	2.27263	Intergenic	CG45545
chr3R	7572519	0.209742	5.36171	1.52118	exon	CG45545
chr3R	7578043	0.118819	1.89277	1.59885	intron	CG45545
chr3R	7582404	0.112205	14.4692	0.680417	intron	CG45545
chr3R	7604664	0.0552559	14.4223	0.678342	intron	lncRNA:CR44332
chr3R	7605008	0.00291979	13.7218	1.46388	intron	lncRNA:CR44332
chr3R	7615137	0.0201149	14.5232	0.571513	intron	lncRNA:CR44332
chr3R	7616923	0.22595	11.3479	0.923081	intron	lncRNA:CR44332
chr3R	7624968	0.463448	3.97757	0.967971	intron	lncRNA:CR44332
chr3R	7630477	0.277828	14.9929	0.61634	intron	lncRNA:CR44332
chr3R	7639444	0.0683921	18.072	0.575068	promoter-TSS	Nlg3
chr3R	7643733	0.197745	6.03584	4.10599	Intergenic	Nlg3
chr3R	7644084	0.129706	4.21462	4.25817	Intergenic	Nlg3
chr3R	7644560	0.664597	8.19438	6.27551	Intergenic	Nlg3
chr3R	7646345	0.636792	7.07802	0.483152	Intergenic	Nlg3
chr3R	7651238	0.304792	12.0464	0.589522	Intergenic	Nlg1
chr3R	7651819	0.376465	11.5054	1.47342	Intergenic	Nlg1
chr3R	7681584	1.20044	17.1256	0.138481	intron	Nlg1
chr3R	7720114	0.058222	11.6979	1.82391	promoter-TSS	lncRNA:CR44260
chr3R	7750025	0.111491	14.3356	0.883605	promoter-TSS	pyd3
chr3R	7753723	0.355128	14.2325	1.27339	Intergenic	pyd3
chr3R	7761027	0.454608	12.897	1.98437	promoter-TSS	Sp7
chr3R	7765385	0.537446	9.02228	5.6277	Intergenic	Sp7
chr3R	7780215	1.34096	8.76482	4.81679	TTS	CG18747
chr3R	7794098	0.334982	12.6549	5.28174	promoter-TSS	CG2641
chr3R	7802375	0.0439871	4.47906	2.21639	promoter-TSS	CG3014
chr3R	7803043	0.000293554	7.71917	3.44224	promoter-TSS	CG3014
chr3R	7809697	0.346836	16.548	0.964532	promoter-TSS	CG2993
chr3R	7810401	0.153702	3.2416	2.87284	promoter-TSS	sgll
chr3R	7814112	0.46119	14.0806	2.77661	promoter-TSS	CG34384
chr3R	7821701	2.93635	9.65889	9.5897	promoter-TSS	CG34384
chr3R	7826745	0.367125	13.4388	1.16402	intron	CG34384
chr3R	7828007	0.0692429	12.9446	1.9677	intron	CG34384
chr3R	7861412	0.39694	5.95593	0.512065	exon	lncRNA:CR46127
chr3R	7875696	0.0873625	5.26053	5.72565	intron	lncRNA:CR46127
chr3R	7878478	0.221357	8.33442	7.11757	intron	lncRNA:CR46127
chr3R	7880315	0.0844977	5.08203	13.6834	intron	lncRNA:CR46127
chr3R	7881400	0.169916	10.702	2.26407	intron	lncRNA:CR46127
chr3R	7884507	0.0202438	9.56552	10.2813	promoter-TSS	lncRNA:CR46127
chr3R	7884845	0.07868	6.94376	11.2061	promoter-TSS	lncRNA:CR46127
chr3R	7886790	0.657702	9.49709	1.35141	promoter-TSS	CG17816
chr3R	7892420	0.590034	8.92036	0.980869	intron	wtrw
chr3R	7892848	0.404041	11.8984	0.336908	intron	wtrw
chr3R	7894564	0.14178	12.6278	1.63978	exon	wtrw
chr3R	7895652	0.191579	11.1679	3.35438	promoter-TSS	wtrw
chr3R	7895891	0.119143	10.8896	3.37415	promoter-TSS	wtrw
chr3R	7902586	0.151789	3.86514	1.00111	promoter-TSS	mRpS9
chr3R	7907470	0.220777	2.46938	1.16257	promoter-TSS	EMC1
chr3R	7911678	0.374104	17.0105	1.31154	TTS	Prat
chr3R	7913289	1.13329	11.0812	0.454888	promoter-TSS	CG2846
chr3R	7920407	0.333276	11.9038	7.4488	promoter-TSS	lds
chr3R	7925982	0.166433	13.1064	1.27339	intron	scaRNA:MeU2-C41
chr3R	7926761	0.164096	15.144	2.744	intron	scaRNA:MeU2-C41
chr3R	7929013	0.231478	12.8121	0.86594	intron	scaRNA:MeU2-C41
chr3R	7929414	1.22441	15.6074	0.802081	intron	scaRNA:MeU2-C41
chr3R	7936978	0.326972	16.0102	1.55798	intron	scaRNA:MeU2-C41
chr3R	7938906	0.295911	9.95274	0.566042	intron	scaRNA:MeU2-C41
chr3R	7941306	0.388023	16.1298	0.00502755	intron	scaRNA:MeU2-C41
chr3R	7945296	0.66659	13.1752	0.135832	intron	dsx
chr3R	7947512	0.249744	17.6472	0.40884	intron	dsx
chr3R	7949429	0.331423	14.0052	0.280892	intron	dsx
chr3R	7950347	0.0432229	15.7181	0.704835	intron	dsx
chr3R	7950613	0.34054	16.9256	0.070687	intron	dsx
chr3R	7950853	0.282104	14.783	0.268183	intron	dsx
chr3R	7952466	0.82651	15.0486	1.42405	intron	dsx
chr3R	7954601	0.675661	18.6281	0.102574	intron	dsx
chr3R	7956124	0.143525	13.6116	1.12442	intron	dsx
chr3R	7957362	0.224649	14.9055	0.672568	intron	dsx
chr3R	7963230	0.40511	13.1866	2.27498	promoter-TSS	dsx
chr3R	7963620	0.57834	8.7141	1.62718	promoter-TSS	dsx
chr3R	7967003	0.298351	16.19	1.51049	5'UTR	dsx
chr3R	7967508	0.209588	18.8634	0.766259	promoter-TSS	dsx
chr3R	7967916	0.518951	17.7914	0.933793	promoter-TSS	dsx
chr3R	7969257	1.05466	19.8977	0.526304	Intergenic	dsx
chr3R	7970704	0.293881	18.4229	0.313485	Intergenic	dsx
chr3R	7972829	0.818062	10.2488	1.10193	Intergenic	CD98hc
chr3R	7974062	5.77244	3.98292	4.25744	TTS	CD98hc
chr3R	7975361	1.88658	2.99047	0.0679207	exon	CD98hc
chr3R	7977659	0.687722	3.86094	3.47641	5'UTR	CD98hc
chr3R	7978595	0.748309	19.2979	0.222459	promoter-TSS	CD98hc
chr3R	7981587	0.609276	16.1942	0.240521	TTS	Sfp84E
chr3R	7990918	0.132286	19.7348	0.223739	intron	ELOVL
chr3R	7991675	0.13673	17.4609	0.975586	intron	ELOVL
chr3R	7993878	1.48407	13.0584	2.85266	intron	ELOVL
chr3R	7994847	0.339762	15.1671	1.05178	intron	ELOVL
chr3R	7995929	0.101779	18.2153	1.07084	promoter-TSS	ELOVL
chr3R	7996198	0.292328	19.6687	0.367188	promoter-TSS	ELOVL
