Chr Peak_pos -log10(FDR-adjusted-pvalue)_Coverage_Genotype -log10(FDR-adjusted-pvalue)_Coverage_Tissue -log10(FDR-adjusted-pvalue)_Coverage_Interaction Feautre_type Gene
chr3R 6215667 1.34075 18.6271 0.224865 promoter-TSS Osi2
chr3R 6222008 0.443112 11.1012 0.594057 promoter-TSS Osi3
chr3R 6222394 0.379439 15.9895 1.08734 promoter-TSS Osi4
chr3R 6222681 0.397644 18.1043 0.401605 promoter-TSS Osi4
chr3R 6223433 0.51145 15.1809 0.58912 promoter-TSS Osi4
chr3R 6225307 0.0927297 12.9259 0.143968 Intergenic Osi4
chr3R 6229742 1.14823 16.1093 0.872558 Intergenic Osi5
chr3R 6234354 1.33694 19.4891 0.703596 TTS Osi5
chr3R 6239201 5.18164 15.5464 0.619745 promoter-TSS Osi6
chr3R 6239868 1.0985 12.9603 0.835759 Intergenic Osi6
chr3R 6241294 0.814776 12.5791 0.461592 Intergenic Osi6
chr3R 6241739 0.403346 11.0672 0.74453 Intergenic Osi6
chr3R 6244162 0.162176 14.5687 0.816578 Intergenic Osi6
chr3R 6248881 0.86449 15.5191 0.48952 Intergenic Osi7
chr3R 6252293 0.306901 6.80631 0.960891 promoter-TSS Osi7
chr3R 6253055 0.226503 17.3428 0.994026 TTS Osi8
chr3R 6253285 0.501796 14.4092 1.11416 Intergenic Osi8
chr3R 6254700 0.017766 18.698 0.229836 Intergenic Osi8
chr3R 6256992 0.0380503 9.93565 2.23915 promoter-TSS Osi8
chr3R 6257404 0.147903 10.7103 1.84747 TTS Osi8
chr3R 6258578 0.199676 10.9556 1.05837 TTS Osi8
chr3R 6259997 0.981747 11.0516 1.96275 Intergenic Osi9
chr3R 6263211 0.198072 17.0766 0.45467 promoter-TSS Osi9
chr3R 6270262 0.195557 10.4407 1.65598 promoter-TSS Osi10
chr3R 6272853 0.039382 7.49249 0.72348 Intergenic Osi11
chr3R 6275845 1.63318 8.4008 1.71992 Intergenic Osi11
chr3R 6277754 1.04285 12.858 1.14841 Intergenic Osi12
chr3R 6279834 0.252615 1.35654 2.54341 promoter-TSS Osi12
chr3R 6286715 1.86116 11.3116 1.82062 intron Osi12
chr3R 6290398 0.112769 13.8027 0.489337 Intergenic CG15594
chr3R 6296190 0.0960289 8.48214 1.01247 TTS Osi13
chr3R 6297459 0.241451 7.78509 1.07885 Intergenic Osi14
chr3R 6298874 0.0414175 12.9826 3.423 Intergenic Osi14
chr3R 6301563 0.494283 12.8808 0.813433 promoter-TSS Osi14
chr3R 6302710 1.58341 13.0507 0.410132 promoter-TSS Osi15
chr3R 6311928 0.726381 15.2143 0.313218 intron Osi15
chr3R 6315268 0.491146 12.8199 1.48598 TTS Osi17
chr3R 6318189 0.669656 17.5655 0.0065414 promoter-TSS Osi17
chr3R 6321155 0.316271 16.2488 0.444671 exon Osi17
chr3R 6321883 0.193804 16.903 0.124029 intron Osi17
chr3R 6322853 0.115065 14.2286 1.13136 exon Osi17
chr3R 6323088 0.224822 11.2075 1.08602 intron Osi18
chr3R 6324220 0.23788 9.7634 0.974788 intron Osi18
chr3R 6335313 1.45297 10.4151 0.156259 intron Osi18
chr3R 6339524 0.0445454 6.99769 1.19035 promoter-TSS Osi19
chr3R 6343849 0.361356 20.6101 1.40051 promoter-TSS Osi20
chr3R 6345980 0.250966 7.2077 1.25444 promoter-TSS CG17919
chr3R 6351263 0.278456 6.39149 1.0992 promoter-TSS SmD2
chr3R 6353117 0.404412 11.1091 2.5477 TTS Pak
chr3R 6353482 1.72692 7.81123 1.42092 promoter-TSS Pak
chr3R 6368389 0.151235 2.64571 1.28566 promoter-TSS Pak
chr3R 6368678 0.123653 1.55753 0.816828 promoter-TSS CG42724
chr3R 6373876 4.68267 10.8024 2.0196 promoter-TSS CG10286
chr3R 6380353 0.157978 3.45507 1.31116 promoter-TSS CRAT
chr3R 6383234 0.493433 8.23117 0.258096 promoter-TSS CG1024
chr3R 6384226 1.24124 18.3996 0.0935848 TTS godzilla
chr3R 6388856 0.572832 11.1837 0.933687 promoter-TSS godzilla
chr3R 6390060 0.0351755 11.1085 1.27237 TTS godzilla
chr3R 6391793 0.195969 6.25233 0.438886 exon godzilla
chr3R 6393157 0.0351436 5.45395 1.18758 exon godzilla
chr3R 6395480 0.92919 5.00867 0.781797 intron godzilla
chr3R 6395720 0.957783 6.10579 1.41466 intron Dmtn
chr3R 6396429 5.1547 6.32618 0.461486 intron Dmtn
chr3R 6396806 11.5781 7.73038 1.92635 intron Dmtn
chr3R 6397538 0.966025 13.1507 0.832153 intron Dmtn
chr3R 6401331 0.174946 10.4193 9.24322 intron Dmtn
chr3R 6405743 0.228349 4.0175 1.47181 intron Dmtn
chr3R 6406161 0.332153 0.357086 4.77497 5'-UTR
chr3R 6406604 0.274692 0.586081 5.36586 promoter-TSS Dmtn
chr3R 6407120 0.49956 4.86166 1.30078 promoter-TSS gpp
chr3R 6410686 1.00277 10.5002 2.78068 5'-UTR
chr3R 6410923 0.483909 11.9755 3.03479 intron lncRNA:CR44017
chr3R 6411435 0.617031 12.4412 0.650294 intron lncRNA:CR44017
chr3R 6411853 0.400301 8.69232 3.58554 intron lncRNA:CR44017
chr3R 6414230 0.213711 20.6138 1.17977 intron lncRNA:CR44017
chr3R 6414541 0.737053 21.1867 0.621819 intron lncRNA:CR44017
chr3R 6416521 1.43204 9.87827 8.68113 intron lncRNA:CR44017
chr3R 6419761 3.42249 21.9749 0.482957 intron lncRNA:CR44017
chr3R 6420003 4.2694 20.071 0.313378 intron lncRNA:CR44017
chr3R 6421795 1.6831 10.2469 1.03431 intron lncRNA:CR44017
chr3R 6424128 0.72269 16.2479 1.80791 intron lncRNA:CR44017
chr3R 6425542 0.143663 9.8595 1.6245 intron lncRNA:CR44017
chr3R 6425756 0.56697 9.60588 1.89963 intron lncRNA:CR44017
chr3R 6426189 1.14324 19.3518 1.67543 intron lncRNA:CR44017
chr3R 6430322 0.550767 20.1587 0.776028 intron lncRNA:CR44017
chr3R 6432719 0.22876 17.5947 3.48531 intron lncRNA:CR44017
chr3R 6434248 0.809177 15.6236 0.379134 intron mir-9375
chr3R 6435587 1.0347 20.3682 0.229405 intron mir-9375
chr3R 6437989 0.619798 2.16532 0.816978 intron mir-9375
chr3R 6438475 0.839195 2.60448 1.89499 intron mir-9375
chr3R 6447023 0.435341 5.8062 0.194966 exon mir-9375
chr3R 6448904 0.968468 9.46662 1.84702 exon mir-9375
chr3R 6451596 0.116437 8.14977 0.495985 TTS mir-9375
chr3R 6456873 0.168608 1.90437 1.4851 promoter-TSS mir-9375
chr3R 6458974 0.872535 13.584 0.444222 promoter-TSS CG9727
chr3R 6460770 0.774649 12.298 0.416281 TTS Zif
chr3R 6462840 5.17749 13.9617 1.77986 Intergenic Zif
chr3R 6471234 0.411555 14.9024 1.75183 Intergenic Neurochondrin
chr3R 6474643 2.3689 17.4182 0.302473 TTS Neurochondrin
chr3R 6482331 0.116595 13.3981 0.677592 Intergenic CG15186
chr3R 6482779 0.0721697 13.0587 0.959495 promoter-TSS CG15186
chr3R 6501622 0.690255 17.5313 0.536557 promoter-TSS CG15186
chr3R 6505656 0.533436 10.6145 0.574646 Intergenic CG15186
chr3R 6505893 0.486887 10.5824 0.455112 Intergenic CG15186
chr3R 6510430 2.80645 7.02686 2.12386 Intergenic CG15186
chr3R 6510775 2.75081 6.57857 2.0286 Intergenic CG15185
chr3R 6512046 3.10032 4.20298 2.54335 Intergenic CG15185
chr3R 6512916 2.61929 9.32687 1.19122 Intergenic CG15185
chr3R 6513200 2.13786 9.95146 1.51896 Intergenic CG15185
chr3R 6513752 3.35298 1.94687 0.846708 Intergenic CG15185
chr3R 6521499 0.466797 15.1615 2.18032 Intergenic CG15185
chr3R 6522311 0.161281 14.7254 0.97612 Intergenic CG15185
chr3R 6529717 0.271454 12.0521 0.804156 Intergenic CG15185
chr3R 6533342 0.859072 15.9885 1.07608 TTS CG15185
chr3R 6538019 0.0385935 12.6809 0.472992 intron CG15185
chr3R 6539228 0.0780776 12.9299 0.539435 intron CG15185
chr3R 6549425 0.339398 14.1765 0.225274 intron Pif2
chr3R 6553040 0.441608 12.3575 1.95942 exon Pif2
chr3R 6554716 0.434939 14.3739 0.134183 intron lncRNA:CR46132
chr3R 6556377 0.232812 15.8759 0.317154 non-coding lncRNA:CR46132
chr3R 6558038 0.50212 18.1984 0.461719 intron lncRNA:CR46132
chr3R 6564208 0.046885 16.0869 0.386033 TTS CG1137
chr3R 6565852 0.209731 18.7871 0.183375 intron CG1137
chr3R 6567902 0.0290266 17.0765 0.728581 intron CG1137
chr3R 6569127 0.384184 18.349 0.123318 intron CG1137
chr3R 6572271 0.326794 17.2626 0.367768 intron CG1137
chr3R 6572750 0.566366 17.4343 0.285495 intron CG2336
chr3R 6574416 0.249771 14.4115 0.316324 intron CG2336
chr3R 6584806 0.40875 17.2095 0.251195 intron CG2336
chr3R 6585822 0.194023 17.6965 0.298203 promoter-TSS lncRNA:CR46131
chr3R 6586751 0.124144 13.5069 0.866125 non-coding lncRNA:CR46131
chr3R 6593410 0.0563498 18.3522 0.929765 TTS lncRNA:CR46131
chr3R 6595350 0.244601 15.079 0.715595 promoter-TSS dpr11
chr3R 6599099 0.124233 8.30344 1.03363 Intergenic dpr11
chr3R 6617426 0.569859 7.32954 0.834568 Intergenic CG1138
chr3R 6618443 0.454069 6.7284 1.63915 Intergenic glob2
chr3R 6622610 0.140776 6.20715 1.41892 Intergenic sowi
chr3R 6636547 0.0837047 11.2802 0.552464 Intergenic sowi
chr3R 6645252 0.136174 2.80442 2.49204 Intergenic CG31286
chr3R 6645569 0.745175 4.19448 4.21759 promoter-TSS Ass
chr3R 6646944 0.141419 10.1435 2.52441 Intergenic Ass
chr3R 6657629 0.252641 7.51029 0.944085 promoter-TSS Taf1
chr3R 6660015 0.129809 2.8175 1.87515 promoter-TSS CG1307
chr3R 6663163 0.820393 14.03 0.891771 promoter-TSS agt
chr3R 6664724 0.406655 15.2621 0.789715 intron lab
chr3R 6671261 0.200439 19.1417 0.112519 intron lab
chr3R 6672431 1.096 15.7699 1.26501 intron lab
chr3R 6674758 0.132762 19.4336 0.817199 intron lab
chr3R 6678662 0.0581281 11.9182 1.8731 intron lab
chr3R 6683541 0.492024 16.8816 2.06957 promoter-TSS lab
chr3R 6688791 0.403239 19.3319 1.23036 promoter-TSS Edg84A
chr3R 6694532 0.0931363 14.0313 3.79016 TTS Ccp84Af
chr3R 6699020 0.359075 14.66 0.667638 TTS Ccp84Ac
chr3R 6700276 0.899845 19.3226 0.475721 TTS lncRNA:CR33938
chr3R 6704219 1.14721 12.6251 1.14793 promoter-TSS lncRNA:CR33938
chr3R 6706557 1.40055 0.0760023 2.98235 exon Ccp84Aa
chr3R 6709144 0.382335 7.16584 3.73251 Intergenic Ccp84Aa
chr3R 6726334 0.177186 17.071 1.34559 intron Ccp84Aa
chr3R 6741947 0.0696679 8.90901 1.58868 intron pb
chr3R 6749429 0.736054 18.0893 0.795857 5'-UTR
chr3R 6759702 0.132542 10.3554 0.555927 Intergenic CG34297
chr3R 6760970 0.0856335 18.1534 1.28852 promoter-TSS bcd
chr3R 6761215 0.14266 19.5452 0.553604 TTS bcd
chr3R 6763086 0.308851 17.6683 1.71784 TTS Ama
chr3R 6766449 0.140857 11.701 2.04471 promoter-TSS Ama
chr3R 6768466 0.350023 15.4518 0.763503 promoter-TSS lncRNA:CR42721
chr3R 6780290 1.84138 8.19701 1.25627 intron lncRNA:CR42721
chr3R 6785216 0.156874 14.8502 0.929408 TTS lncRNA:CR43435
chr3R 6785824 0.0173644 12.1575 3.19019 Intergenic lncRNA:CR43435
chr3R 6791669 0.492976 8.69431 2.25953 Intergenic Dfd
chr3R 6801266 0.380355 18.3169 0.0801234 promoter-TSS Dfd
chr3R 6806778 0.0402611 2.71162 1.37165 exon mir-10
chr3R 6810821 0.046593 12.8859 2.24595 Intergenic mir-10
chr3R 6812735 2.95168 19.9103 1.64707 promoter-TSS lncRNA:CR45915
chr3R 6820165 0.0488965 12.0958 0.850965 intron lncRNA:CR45915
chr3R 6822708 0.0420668 10.9883 1.13625 TTS 7SLRNA:CR42652
chr3R 6832565 0.0584448 18.0256 0.627159 TTS.2 7SLRNA:CR42652
chr3R 6833873 0.0861388 20.6666 0.601477 promoter-TSS lncRNA:CR45901
chr3R 6848796 0.216628 12.2731 4.25199 TTS lncRNA:CR45901
chr3R 6850068 0.255192 4.31548 1.42975 promoter-TSS Scr
chr3R 6853208 0.13303 17.855 0.399915 promoter-TSS Scr
chr3R 6854509 0.271787 16.07 1.54345 Intergenic Scr
chr3R 6871097 0.475328 10.0718 1.12375 Intergenic Scr
chr3R 6893402 0.307373 14.3079 1.78156 Intergenic ftz
chr3R 6903672 0.392918 20.5189 0.432211 promoter-TSS lncRNA:CR45559
chr3R 6908414 2.56679 18.4324 0.51605 non-coding lncRNA:CR43252
chr3R 6912701 0.0823324 3.86516 3.2575 3'-UTR
chr3R 6914580 0.239451 17.3077 0.449773 intron lncRNA:CR43252
chr3R 6916051 0.0850049 15.5994 0.941296 intron lncRNA:CR43252
chr3R 6923412 0.402791 22.1602 0.653431 intron lncRNA:CR43252
chr3R 6930603 0.110099 4.52424 1.04195 intron Antp
chr3R 6933029 0.225345 12.4506 1.81048 intron Antp
chr3R 6935878 0.153993 18.2391 0.24698 promoter-TSS Antp
chr3R 6936310 0.200395 17.846 0.552987 intron Antp
chr3R 6940202 1.10208 19.4002 0.291854 intron Antp
chr3R 6941396 0.451136 16.2963 0.173325 intron Antp
chr3R 6945489 2.07829 12.9593 1.83804 intron Antp
chr3R 6950141 0.669172 12.9473 5.13647 intron Antp
chr3R 6950753 0.415702 12.5536 6.33833 intron Antp
chr3R 6951266 0.162379 14.5014 3.99726 intron Antp
chr3R 6951806 0.0817749 16.5901 0.92203 intron Antp
chr3R 6955001 0.277745 15.7796 0.300898 intron Antp
chr3R 6958750 0.130298 17.2026 0.48465 intron Antp
chr3R 6961778 0.114146 17.3722 0.231967 intron Antp
chr3R 6962312 0.694473 15.7622 0.862841 intron Antp
chr3R 6963894 0.339848 17.1031 1.16833 intron Antp
chr3R 6966829 0.226384 20.5418 0.736763 intron Antp
chr3R 6969518 0.292082 19.6219 0.463098 intron Antp
chr3R 6970231 0.18394 19.8126 0.342616 intron Antp
chr3R 6970658 0.0799021 17.995 0.363435 intron Antp
chr3R 6970965 0.345313 16.5293 1.06071 5'-UTR
chr3R 6971346 0.279236 18.4856 0.625263 intron Antp
chr3R 6973479 1.97807 17.0068 1.2083 intron Antp
chr3R 6979401 0.482432 14.7868 1.25247 intron Antp
chr3R 6979968 0.130289 18.3828 0.597818 intron Antp
chr3R 6988182 0.4215 18.3892 0.532353 intron Antp
chr3R 6991958 0.615103 21.2776 0.0284551 intron Antp
chr3R 6994699 0.367322 18.1733 0.201577 intron Antp
chr3R 6999412 0.233316 15.6763 0.540903 intron Antp
chr3R 7000932 0.0390588 1.90643 1.461 promoter-TSS Antp
chr3R 7002648 0.535921 18.1618 0.13314 non-coding lncRNA:CR45899
chr3R 7024770 0.368128 15.3509 1.20638 Intergenic lncRNA:CR45899
chr3R 7037518 0.141038 11.382 2.69928 Intergenic lncRNA:CR44933
chr3R 7042575 0.192719 17.9796 0.541827 promoter-TSS lncRNA:CR44933
chr3R 7043700 0.420424 18.2989 0.0593378 Intergenic lncRNA:CR44933
chr3R 7063328 4.22186 15.6253 0.618688 Intergenic lncRNA:CR44933
chr3R 7067251 0.010893 3.48569 1.46496 TTS CG1988
chr3R 7074660 0.316818 5.62475 2.87054 promoter-TSS CG1105
chr3R 7074985 0.506895 4.06603 1.84122 promoter-TSS CG1943
chr3R 7076681 1.74713 17.7037 0.215096 promoter-TSS CG1943
chr3R 7080121 0.291618 1.87103 0.766395 promoter-TSS CG1943
chr3R 7080418 0.0149739 0.635277 2.49739 exon Ref1
chr3R 7082250 0.31361 1.162 1.52114 promoter-TSS Ref1
chr3R 7086462 0.428178 4.73272 3.09755 promoter-TSS Dpck
chr3R 7089524 0.536449 2.31559 1.48995 promoter-TSS alphaTub84B
chr3R 7090281 6.04018 3.07412 4.11605 TTS alphaTub84B
chr3R 7093675 0.210916 9.24216 1.69354 Intergenic lncRNA:CR43685
chr3R 7094626 0.912744 12.3896 0.137278 promoter-TSS lncRNA:CR43685
chr3R 7096458 0.759561 4.26959 0.955225 promoter-TSS2b 
chr3R 7103230 0.317073 12.6612 1.18804 exon2b 
chr3R 7108274 0.431135 6.58993 0.836211 intron Alh
chr3R 7108920 1.14596 9.94334 3.31154 5'-UTR
chr3R 7109538 0.197483 10.6446 3.3586 promoter-TSS Alh
chr3R 7109751 0.420445 11.2075 2.4348 promoter-TSS lncRNA:CR45906
chr3R 7122984 0.874879 5.56543 0.330763 promoter-TSS lncRNA:CR45906
chr3R 7123691 0.60151 3.14114 0.549608 intron Alh
chr3R 7124111 0.36363 6.32078 1.03368 promoter-TSS Alh
chr3R 7128089 0.0217123 2.85256 2.9555 promoter-TSS Alh
chr3R 7129932 1.05276 16.9614 0.427629 promoter-TSS lncRNA:CR42875
chr3R 7130894 0.818776 15.9694 0.380436 TTS CG31248
chr3R 7136057 0.468928 17.0376 0.448236 promoter-TSS CG31493
chr3R 7139406 0.653922 14.6637 0.105681 promoter-TSS Fer1
chr3R 7144816 0.778401 6.66321 1.32295 intron Fer1
chr3R 7151113 0.000737324 2.01167 1.40495 promoter-TSS CG2656
chr3R 7155212 0.616751 10.4283 2.44608 promoter-TSS gfzf
chr3R 7159686 0.230622 14.8231 9.56362 promoter-TSS MAGE
chr3R 7162895 0.461177 16.0804 6.08292 non-coding sas
chr3R 7164725 0.621369 19.6807 0.220249 promoter-TSS sas
chr3R 7171676 0.0607248 15.883 4.07699 exon asRNA:CR45909
chr3R 7173119 0.401517 22.915 0.0776782 intron asRNA:CR45909
chr3R 7174867 1.0852 20.1478 2.43006 intron asRNA:CR45909
chr3R 7175707 0.394394 20.3672 0.262663 exon CG10055
chr3R 7187101 0.0346472 1.16713 3.79826 intron CG10055
chr3R 7197525 0.186762 9.81191 1.54212 promoter-TSS lap
chr3R 7198373 0.304954 10.1305 0.648173 intron CG14609
chr3R 7200026 1.55283 16.0061 0.509897 exon CG14609
chr3R 7201181 1.31593 8.71134 1.1993 promoter-TSS CG14609
chr3R 7203921 0.251836 2.89047 1.24116 TTS CG14609
chr3R 7204381 0.515365 7.97296 0.403219 TTS CG14609
chr3R 7204626 0.0574364 6.87652 2.14239 TTS CG14609
chr3R 7206212 0.442058 13.1762 2.63137 Intergenic CG14609
chr3R 7224166 0.406798 19.0371 3.51551 TTS CG1288
chr3R 7228606 0.00724036 16.2846 0.917757 promoter-TSS thw
chr3R 7229610 0.943288 12.5179 2.25233 intron thw
chr3R 7242185 0.198792 9.28134 0.398857 intron thw
chr3R 7247103 2.61841 7.88653 0.591611 intron CG14607
chr3R 7249666 0.729079 9.89954 0.805268 promoter-TSS CG10053
chr3R 7256950 0.400622 15.7769 0.0775044 promoter-TSS CG1227
chr3R 7258657 0.915585 15.5397 0.913242 intron Obp84a
chr3R 7260914 0.0152976 12.7707 2.44735 intron lncRNA:CR44338
chr3R 7262808 0.155568 18.8512 0.0753425 intron lncRNA:CR44338
chr3R 7263730 0.115972 16.5474 2.71037 promoter-TSS lncRNA:CR44338
chr3R 7265782 0.544815 11.8549 3.12383 non-coding lncRNA:CR44338
chr3R 7266376 1.07692 16.2626 4.30265 promoter-TSS Gld
chr3R 7271859 0.413595 12.1559 0.681295 promoter-TSS Syt4
chr3R 7275842 0.306764 9.55762 2.75016 TTS rn
chr3R 7280209 0.257675 17.2442 1.30803 exon rn
chr3R 7282246 1.68364 15.1343 1.27175 intron rn
chr3R 7282792 0.271787 11.5274 5.32103 intron lncRNA:CR44333
chr3R 7283139 7.86793 17.2707 2.87395 intron lncRNA:CR44333
chr3R 7283432 1.28306 17.4487 1.72038 intron lncRNA:CR44333
chr3R 7288708 1.27394 13.8427 0.174515 intron lncRNA:CR44333
chr3R 7290514 0.256491 12.9694 1.60832 intron RacGAP84C
chr3R 7291388 0.279668 16.4362 1.4928 intron RacGAP84C
chr3R 7293438 0.201323 14.5894 0.717656 intron RacGAP84C
chr3R 7295525 0.321443 12.0688 1.0203 intron RacGAP84C
chr3R 7296854 0.837269 9.13039 0.704453 intron rn
chr3R 7297399 0.256946 14.1796 0.902363 intron rn
chr3R 7298283 0.217736 12.9893 1.17855 intron rn
chr3R 7299421 0.572369 13.9765 1.65035 intron rn
chr3R 7303669 0.633845 16.0775 0.317154 intron rn
chr3R 7305282 0.428178 14.1981 0.509907 promoter-TSS CG42544
chr3R 7306917 0.100722 14.1503 6.10625 TTS CG42544
chr3R 7309849 0.0466179 13.6214 3.20358 intron CG42544
chr3R 7310598 0.0592045 12.3076 3.84264 promoter-TSS rn
chr3R 7313186 0.0705599 5.76173 2.52745 promoter-TSS rn
chr3R 7319715 0.390606 16.8043 1.00438 promoter-TSS lncRNA:CR44334
chr3R 7322760 3.11632 19.1758 1.46377 TTS lncRNA:CR46224
chr3R 7323141 0.094098 18.017 4.41023 Intergenic CG44335
chr3R 7324721 0.320227 18.3654 0.718658 Intergenic CG44335
chr3R 7326390 0.270777 20.9462 0.425918 promoter-TSS CG44335
chr3R 7326802 0.205881 19.2685 0.24047 TTS lncRNA:TS14
chr3R 7330502 0.477726 17.1098 0.394588 TTS lncRNA:TS14
chr3R 7331981 0.351845 19.5168 0.655514 promoter-TSS lncRNA:CR44337
chr3R 7333314 0.558798 19.545 0.264594 TTS lncRNA:CR44337
chr3R 7334950 0.616091 19.8072 0.0749865 Intergenic lncRNA:CR44337
chr3R 7336621 0.971458 18.3178 2.30677 Intergenic lncRNA:CR44337
chr3R 7337588 0.15927 13.8544 0.279081 Intergenic lncRNA:CR44337
chr3R 7344548 0.0113145 14.2562 0.544139 Intergenic lncRNA:CR44337
chr3R 7346676 0.534222 10.7335 0.574646 promoter-TSS CG31496
chr3R 7355874 1.1422 15.0062 1.39724 promoter-TSS nxf4
chr3R 7358492 1.0347 8.94194 3.8621 Intergenic CG17944
chr3R 7363694 0.311199 9.97075 3.14014 Intergenic CG17944
chr3R 7364312 0.238357 11.969 4.30011 promoter-TSS Mst84Dd
chr3R 7373280 0.987166 13.8028 1.06949 promoter-TSS Mst84Dc
chr3R 7384975 1.86561 4.74184 1.57159 Intergenic MstProx
chr3R 7394515 0.189294 20.8856 0.98144 Intergenic lncRNA:CR45560
chr3R 7424920 0.0699965 16.9357 0.335124 Intergenic CG42650
chr3R 7429300 0.710718 9.83641 1.2669 Intergenic wa-cup
chr3R 7430180 0.683235 12.3797 1.0885 Intergenic wa-cup
chr3R 7435106 1.40769 3.85025 1.90192 Intergenic wa-cup
chr3R 7436384 2.84092 4.45275 19.8447 Intergenic CG14598
chr3R 7437094 0.396287 16.061 3.03828 Intergenic CG14598
chr3R 7439431 0.493064 16.9072 1.53214 Intergenic CG14598
chr3R 7442454 0.589256 6.58325 1.60771 promoter-TSS CG14598
chr3R 7444176 0.100793 11.9986 2.48909 TTS CG14598
chr3R 7447539 0.776958 7.3076 3.5073 Intergenic CG14598
chr3R 7449073 0.411317 4.16962 3.07705 Intergenic mir-4950
chr3R 7450206 0.673045 14.1524 1.87616 Intergenic mir-4950
chr3R 7450643 1.51535 17.4891 0.369244 Intergenic mir-4950
chr3R 7451331 0.277365 10.2642 9.00981 promoter-TSS mir-4950
chr3R 7451776 0.688766 10.6336 9.68137 promoter-TSS mir-4950
chr3R 7452620 0.248443 15.0735 2.17307 TTS mir-4950
chr3R 7456687 2.59565 2.54439 13.4157 Intergenic mir-4950
chr3R 7458621 0.165884 15.8593 2.58615 Intergenic mir-4950
chr3R 7472018 0.0377857 18.5555 2.8442 Intergenic mir-4950
chr3R 7473994 1.33122 7.11027 6.9057 TTS scaRNA:MeU5-C46
chr3R 7474844 0.193023 9.99416 1.77419 promoter-TSS CG1142
chr3R 7485122 0.0642668 2.26067 2.13042 non-coding snRNA:7SK
chr3R 7485800 0.691127 9.55065 0.758827 Intergenic alpha-Est10
chr3R 7490212 1.91761 7.18702 8.15852 TTS alpha-Est10
chr3R 7491553 1.29203 12.5989 9.56324 intron alpha-Est10
chr3R 7493472 1.06541 10.0794 1.80878 promoter-TSS alpha-Est10
chr3R 7497676 0.0391043 16.9548 1.6653 promoter-TSS CG42656
chr3R 7499995 0.314465 20.3989 0.189096 intron alpha-Est10
chr3R 7503373 0.0799198 16.2216 2.50021 TTS Mics1
chr3R 7504049 0.345739 18.5503 0.722361 promoter-TSS Mics1
chr3R 7505052 0.136135 21.7759 0.29372 intron alpha-Est9
chr3R 7506465 1.04389 18.0894 0.494529 promoter-TSS alpha-Est9
chr3R 7506739 1.74823 17.8113 1.42551 Intergenic alpha-Est9
chr3R 7508752 0.230969 11.1686 0.542221 Intergenic alpha-Est9
chr3R 7515785 0.0413464 18.8034 0.373661 TTS alpha-Est9
chr3R 7522146 0.197421 11.685 1.2287 promoter-TSS alpha-Est8
chr3R 7523758 0.251244 16.1455 1.05188 intron alpha-Est7
chr3R 7530568 0.0837984 7.19855 1.73274 promoter-TSS alpha-Est7
chr3R 7536297 0.761827 19.481 0.461126 promoter-TSS alphaTub84D
chr3R 7541304 0.339295 14.9279 2.92811 promoter-TSS alpha-Est5
chr3R 7549330 0.0598236 13.0179 3.57789 promoter-TSS alpha-Est3
chr3R 7559070 8.91801 11.1766 1.84951 promoter-TSS alpha-Est1
chr3R 7572519 0.165025 5.83049 1.60097 Intergenic CG45545
chr3R 7578043 0.370558 2.52362 1.8075 exon CG45545
chr3R 7582404 0.472309 16.6797 0.593346 intron CG45545
chr3R 7604664 0.0590088 17.3287 0.430961 intron CG45545
chr3R 7605008 0.00234352 16.1061 1.06301 intron lncRNA:CR44332
chr3R 7615137 0.0235695 17.4155 0.504214 intron lncRNA:CR44332
chr3R 7624968 0.630558 4.27223 1.23078 intron lncRNA:CR44332
chr3R 7630477 0.329616 16.7714 0.913477 intron lncRNA:CR44332
chr3R 7639444 0.0395177 20.2119 1.06567 intron lncRNA:CR44332
chr3R 7643733 0.170595 6.26902 4.48527 promoter-TSS Nlg3
chr3R 7644084 0.0928947 4.22861 4.26374 Intergenic Nlg3
chr3R 7644560 0.736054 9.86155 4.48812 Intergenic Nlg3
chr3R 7646345 1.1841 6.45068 0.792931 Intergenic Nlg3
chr3R 7651238 0.42912 13.6633 0.836649 Intergenic Nlg3
chr3R 7651819 0.557167 12.6885 1.73055 Intergenic Nlg1
chr3R 7681584 0.773348 18.2374 0.456249 Intergenic Nlg1
chr3R 7720114 0.0381136 13.0996 2.70111 intron Nlg1
chr3R 7750025 0.0912738 16.9438 0.69562 promoter-TSS lncRNA:CR44260
chr3R 7753723 0.355558 16.8846 1.22258 promoter-TSS pyd3
chr3R 7761027 0.429028 14.9575 2.50711 Intergenic pyd3
chr3R 7765385 0.533436 10.2089 6.78455 promoter-TSS Sp7
chr3R 7780215 1.60334 10.6902 5.45613 Intergenic Sp7
chr3R 7794098 0.381332 15.4023 4.65387 TTS CG18747
chr3R 7802375 0.0491222 4.90704 2.40179 promoter-TSS CG2641
chr3R 7803043 0.00131887 9.13542 4.28782 promoter-TSS CG3014
